Contingency,Converged,Bus#,Name,Type,Area,Zone,Volt(kV),Volt(pu),Angle(deg),Angle(rad),VoltMin,VoltMax,Violation
LT_101-102_A1,True,101.0,ABEL        ,2.0,1.0,11.0,132.63851928710938,0.9611486792564392,-13.096301078796387,-0.2285735011100769,0.949999988079071,1.0499999523162842,False
LT_101-102_A1,True,102.0,ADAMS       ,2.0,1.0,12.0,132.84889221191406,0.9626731276512146,-12.203471183776855,-0.2129906862974167,0.949999988079071,1.0499999523162842,False
LT_101-102_A1,True,103.0,ADLER       ,1.0,1.0,11.0,129.73135375976562,0.940082311630249,-14.59099006652832,-0.2546607255935669,0.949999988079071,1.0499999523162842,True
LT_101-102_A1,True,104.0,AGRICOLA    ,1.0,1.0,11.0,130.55116271972656,0.9460229277610779,-12.662050247192383,-0.22099439799785614,0.949999988079071,1.0499999523162842,True
LT_101-102_A1,True,105.0,AIKEN       ,1.0,1.0,11.0,133.07476806640625,0.9643099308013916,-13.084417343139648,-0.22836607694625854,0.949999988079071,1.0499999523162842,False
LT_101-102_A1,True,106.0,ALBER       ,1.0,1.0,12.0,134.35682678222656,0.9736001491546631,-13.397697448730469,-0.23383384943008423,0.949999988079071,1.0499999523162842,False
LT_101-102_A1,True,107.0,ALDER       ,2.0,1.0,12.0,132.96527099609375,0.9635164737701416,-8.020214080810547,-0.13997909426689148,0.949999988079071,1.0499999523162842,False
LT_101-102_A1,True,108.0,ALGER       ,1.0,1.0,12.0,131.25997924804688,0.9511592388153076,-10.976615905761719,-0.19157801568508148,0.949999988079071,1.0499999523162842,False
LT_101-102_A1,True,109.0,ALI         ,1.0,1.0,13.0,130.63172912597656,0.9466067552566528,-10.912182807922363,-0.1904534548521042,0.949999988079071,1.0499999523162842,True
LT_101-102_A1,True,110.0,ALLEN       ,1.0,1.0,13.0,135.13893127441406,0.9792675971984863,-11.435985565185547,-0.19959552586078644,0.949999988079071,1.0499999523162842,False
LT_101-102_A1,True,111.0,ANNA        ,1.0,1.0,13.0,218.12014770507812,0.9483484625816345,-7.6599931716918945,-0.13369205594062805,0.949999988079071,1.0499999523162842,True
LT_101-102_A1,True,112.0,ARCHER      ,1.0,1.0,13.0,218.7147979736328,0.9509338736534119,-6.150092124938965,-0.10733932256698608,0.949999988079071,1.0499999523162842,False
LT_101-102_A1,True,113.0,ARNE        ,3.0,1.0,14.0,218.5,0.949999988079071,1.4672310995357354e-21,2.5608004283006296e-23,0.949999988079071,1.0499999523162842,False
LT_101-102_A1,True,114.0,ARNOLD      ,2.0,1.0,16.0,217.4343719482422,0.9453668594360352,-10.67924690246582,-0.18638795614242554,0.949999988079071,1.0499999523162842,True
LT_101-102_A1,True,115.0,ARTHUR      ,2.0,1.0,16.0,221.17630004882812,0.9616360664367676,-12.77224063873291,-0.2229175716638565,0.949999988079071,1.0499999523162842,False
LT_101-102_A1,True,116.0,ASSER       ,2.0,1.0,16.0,219.94105529785156,0.9562654495239258,-11.662109375,-0.20354212820529938,0.949999988079071,1.0499999523162842,False
LT_101-102_A1,True,117.0,ASTON       ,1.0,1.0,17.0,220.76217651367188,0.9598355293273926,-12.160358428955078,-0.21223822236061096,0.949999988079071,1.0499999523162842,False
LT_101-102_A1,True,118.0,ASTOR       ,2.0,1.0,17.0,220.4241943359375,0.9583660364151001,-12.357020378112793,-0.2156706154346466,0.949999988079071,1.0499999523162842,False
LT_101-102_A1,True,119.0,ATTAR       ,1.0,1.0,15.0,218.52359008789062,0.9501025676727295,-10.329967498779297,-0.18029187619686127,0.949999988079071,1.0499999523162842,False
LT_101-102_A1,True,120.0,ATTILA      ,1.0,1.0,15.0,218.29766845703125,0.949120283126831,-8.148344993591309,-0.14221540093421936,0.949999988079071,1.0499999523162842,True
LT_101-102_A1,True,121.0,ATTLEE      ,2.0,1.0,17.0,221.58761596679688,0.9634244441986084,-12.757451057434082,-0.22265945374965668,0.949999988079071,1.0499999523162842,False
LT_101-102_A1,True,122.0,AUBREY      ,2.0,1.0,17.0,222.92962646484375,0.9692592620849609,-12.580755233764648,-0.21957552433013916,0.949999988079071,1.0499999523162842,False
LT_101-102_A1,True,123.0,AUSTEN      ,2.0,1.0,15.0,218.60459899902344,0.9504547715187073,-6.547726631164551,-0.1142793521285057,0.949999988079071,1.0499999523162842,False
LT_101-102_A1,True,124.0,AVERY       ,1.0,1.0,16.0,219.45120239257812,0.9541356563568115,-13.436326026916504,-0.23450805246829987,0.949999988079071,1.0499999523162842,False
LT_101-102_A1,True,201.0,BACH        ,2.0,2.0,21.0,131.96511840820312,0.9562689661979675,-32.282081604003906,-0.5634284019470215,0.949999988079071,1.0499999523162842,False
LT_101-102_A1,True,202.0,BACON       ,2.0,2.0,22.0,132.103759765625,0.9572736620903015,-32.42397689819336,-0.565904974937439,0.949999988079071,1.0499999523162842,False
LT_101-102_A1,True,203.0,BAFFIN      ,1.0,2.0,21.0,128.55360412597656,0.9315478801727295,-23.468034744262695,-0.40959432721138,0.949999988079071,1.0499999523162842,True
LT_101-102_A1,True,204.0,BAILEY      ,1.0,2.0,21.0,129.28858947753906,0.9368738532066345,-32.70446014404297,-0.5708003044128418,0.949999988079071,1.0499999523162842,True
LT_101-102_A1,True,205.0,BAIN        ,1.0,2.0,21.0,132.31674194335938,0.9588170051574707,-33.66168212890625,-0.5875069499015808,0.949999988079071,1.0499999523162842,False
LT_101-102_A1,True,206.0,BAJER       ,1.0,2.0,22.0,133.43370056152344,0.9669108986854553,-35.01713180541992,-0.6111640334129333,0.949999988079071,1.0499999523162842,False
LT_101-102_A1,True,207.0,BAKER       ,2.0,2.0,22.0,131.09999084472656,0.949999988079071,-38.39911651611328,-0.6701907515525818,0.949999988079071,1.0499999523162842,False
LT_101-102_A1,True,208.0,BALCH       ,1.0,2.0,22.0,129.357177734375,0.9373708963394165,-37.46104431152344,-0.6538183689117432,0.949999988079071,1.0499999523162842,True
LT_101-102_A1,True,209.0,BALZAC      ,1.0,2.0,23.0,129.23736572265625,0.9365026354789734,-30.54893684387207,-0.5331793427467346,0.949999988079071,1.0499999523162842,True
LT_101-102_A1,True,210.0,BANKS       ,1.0,2.0,23.0,134.4710235595703,0.9744277596473694,-33.24641799926758,-0.5802592635154724,0.949999988079071,1.0499999523162842,False
LT_101-102_A1,True,211.0,BARDEEN     ,1.0,2.0,23.0,217.97723388671875,0.9477270841598511,-27.78046417236328,-0.4848603904247284,0.949999988079071,1.0499999523162842,True
LT_101-102_A1,True,212.0,BARKLA      ,1.0,2.0,23.0,218.68133544921875,0.9507884383201599,-28.238582611083984,-0.49285608530044556,0.949999988079071,1.0499999523162842,False
LT_101-102_A1,True,213.0,BARLOW      ,2.0,2.0,24.0,218.49998474121094,0.9499999284744263,-26.100357055664062,-0.45553702116012573,0.949999988079071,1.0499999523162842,True
LT_101-102_A1,True,214.0,BARRY       ,2.0,2.0,26.0,217.3932342529297,0.9451879858970642,-25.006811141967773,-0.4364510476589203,0.949999988079071,1.0499999523162842,True
LT_101-102_A1,True,215.0,BARTON      ,2.0,2.0,26.0,220.81295776367188,0.9600563645362854,-15.284573554992676,-0.2667660415172577,0.949999988079071,1.0499999523162842,False
LT_101-102_A1,True,216.0,BASOV       ,2.0,2.0,26.0,221.0763397216797,0.9612014889717102,-17.651775360107422,-0.3080815076828003,0.949999988079071,1.0499999523162842,False
LT_101-102_A1,True,217.0,BATES       ,1.0,2.0,27.0,224.3644561767578,0.9754976630210876,-14.296128273010254,-0.2495144158601761,0.949999988079071,1.0499999523162842,False
LT_101-102_A1,True,218.0,BAYLE       ,2.0,2.0,27.0,226.92056274414062,0.9866111278533936,-13.978266716003418,-0.2439666986465454,0.949999988079071,1.0499999523162842,False
LT_101-102_A1,True,219.0,BEDE        ,1.0,2.0,25.0,218.9674072265625,0.952032208442688,-21.189952850341797,-0.3698343336582184,0.949999988079071,1.0499999523162842,False
LT_101-102_A1,True,220.0,BEETHOVEN   ,1.0,2.0,25.0,218.64329528808594,0.9506230354309082,-23.185258865356445,-0.4046589732170105,0.949999988079071,1.0499999523162842,False
LT_101-102_A1,True,221.0,BEHRING     ,2.0,2.0,27.0,225.50140380859375,0.9804409146308899,-13.607597351074219,-0.23749729990959167,0.949999988079071,1.0499999523162842,False
LT_101-102_A1,True,222.0,BELL        ,1.0,2.0,27.0,226.7497100830078,0.9858683347702026,-13.93484878540039,-0.24320891499519348,0.949999988079071,1.0499999523162842,False
LT_101-102_A1,True,223.0,BLOCH       ,2.0,2.0,25.0,218.7642059326172,0.9511487483978271,-23.84691619873047,-0.41620707511901855,0.949999988079071,1.0499999523162842,False
LT_101-102_A1,True,224.0,BORDET      ,1.0,2.0,26.0,217.34783935546875,0.9449906349182129,-18.32839012145996,-0.3198906481266022,0.949999988079071,1.0499999523162842,True
LT_101-102_A1,True,301.0,CABELL      ,2.0,3.0,31.0,133.38796997070312,0.9665794968605042,-69.45660400390625,-1.212246060371399,0.949999988079071,1.0499999523162842,False
LT_101-102_A1,True,302.0,CABOT       ,2.0,3.0,32.0,133.63504028320312,0.9683698415756226,-69.61241912841797,-1.2149654626846313,0.949999988079071,1.0499999523162842,False
LT_101-102_A1,True,303.0,CAESAR      ,1.0,3.0,31.0,129.17189025878906,0.936028242111206,-63.26276397705078,-1.1041431427001953,0.949999988079071,1.0499999523162842,True
LT_101-102_A1,True,304.0,CAINE       ,1.0,3.0,31.0,129.5485382080078,0.9387574791908264,-68.5407485961914,-1.1962612867355347,0.949999988079071,1.0499999523162842,True
LT_101-102_A1,True,305.0,CALVIN      ,1.0,3.0,31.0,132.4232940673828,0.9595890641212463,-69.30369567871094,-1.209577202796936,0.949999988079071,1.0499999523162842,False
LT_101-102_A1,True,306.0,CAMUS       ,1.0,3.0,32.0,132.7360076904297,0.9618551135063171,-69.97386932373047,-1.2212740182876587,0.949999988079071,1.0499999523162842,False
LT_101-102_A1,True,307.0,CAREW       ,2.0,3.0,32.0,127.22050476074219,0.9218876957893372,-75.42266845703125,-1.3163734674453735,0.949999988079071,1.0499999523162842,True
LT_101-102_A1,True,308.0,CARREL      ,1.0,3.0,32.0,126.07227325439453,0.9135671854019165,-73.67575073242188,-1.2858840227127075,0.949999988079071,1.0499999523162842,True
LT_101-102_A1,True,309.0,CARTER      ,1.0,3.0,33.0,129.471435546875,0.9381988048553467,-64.54340362548828,-1.1264945268630981,0.949999988079071,1.0499999523162842,True
LT_101-102_A1,True,310.0,CARUSO      ,1.0,3.0,33.0,133.92320251464844,0.9704579710960388,-66.77603149414062,-1.1654611825942993,0.949999988079071,1.0499999523162842,False
LT_101-102_A1,True,311.0,CARY        ,1.0,3.0,33.0,218.98069763183594,0.9520899653434753,-59.16522216796875,-1.0326275825500488,0.949999988079071,1.0499999523162842,False
LT_101-102_A1,True,312.0,CAXTON      ,1.0,3.0,33.0,218.65304565429688,0.9506654143333435,-57.22802734375,-0.9988171458244324,0.949999988079071,1.0499999523162842,False
LT_101-102_A1,True,313.0,CECIL       ,2.0,3.0,34.0,224.20571899414062,0.9748075008392334,-54.96153259277344,-0.9592593908309937,0.949999988079071,1.0499999523162842,False
LT_101-102_A1,True,314.0,CHAIN       ,2.0,3.0,36.0,217.7309112548828,0.9466561675071716,-56.382755279541016,-0.9840644001960754,0.949999988079071,1.0499999523162842,True
LT_101-102_A1,True,315.0,CHASE       ,2.0,3.0,36.0,223.49435424804688,0.9717146158218384,-48.4032096862793,-0.8447951078414917,0.949999988079071,1.0499999523162842,False
LT_101-102_A1,True,316.0,CHIFA       ,2.0,3.0,36.0,222.22225952148438,0.9661837220191956,-47.98823165893555,-0.8375523686408997,0.949999988079071,1.0499999523162842,False
LT_101-102_A1,True,317.0,CHUHSI      ,1.0,3.0,37.0,228.49826049804688,0.9934707283973694,-45.218719482421875,-0.7892152667045593,0.949999988079071,1.0499999523162842,False
LT_101-102_A1,True,318.0,CLARK       ,2.0,3.0,37.0,230.67193603515625,1.002921462059021,-43.94346237182617,-0.7669578194618225,0.949999988079071,1.0499999523162842,False
LT_101-102_A1,True,319.0,CLAY        ,1.0,3.0,35.0,221.23130798339844,0.9618752598762512,-46.80478286743164,-0.8168972730636597,0.949999988079071,1.0499999523162842,False
LT_101-102_A1,True,320.0,CLIVE       ,1.0,3.0,35.0,221.94375610351562,0.9649728536605835,-44.36430740356445,-0.7743029594421387,0.949999988079071,1.0499999523162842,False
LT_101-102_A1,True,321.0,COBB        ,2.0,3.0,37.0,232.30474853515625,1.0100206136703491,-44.65153884887695,-0.7793160676956177,0.949999988079071,1.0499999523162842,False
LT_101-102_A1,True,322.0,COLE        ,2.0,3.0,37.0,236.59979248046875,1.028694748878479,-44.03849792480469,-0.7686164975166321,0.949999988079071,1.0499999523162842,False
LT_101-102_A1,True,323.0,COMTE       ,2.0,3.0,35.0,223.04014587402344,0.9697397947311401,-42.48418045043945,-0.7414885759353638,0.949999988079071,1.0499999523162842,False
LT_101-102_A1,True,324.0,CURIE       ,1.0,3.0,36.0,217.51885986328125,0.9457342028617859,-53.910194396972656,-0.9409101009368896,0.949999988079071,1.0499999523162842,True
LT_101-102_A1,True,325.0,CURTISS     ,1.0,3.0,35.0,219.79624938964844,0.9556358456611633,-40.15668869018555,-0.700866162776947,0.949999988079071,1.0499999523162842,False
LT_101-103_A2,True,101.0,ABEL        ,2.0,1.0,11.0,132.63851928710938,0.9611486792564392,-11.821451187133789,-0.20632317662239075,0.949999988079071,1.0499999523162842,False
LT_101-103_A2,True,102.0,ADAMS       ,2.0,1.0,12.0,132.84889221191406,0.9626731276512146,-11.873015403747559,-0.20722314715385437,0.949999988079071,1.0499999523162842,False
LT_101-103_A2,True,103.0,ADLER       ,1.0,1.0,11.0,128.48028564453125,0.9310165643692017,-15.22665023803711,-0.2657550871372223,0.949999988079071,1.0499999523162842,True
LT_101-103_A2,True,104.0,AGRICOLA    ,1.0,1.0,11.0,130.3907470703125,0.9448605179786682,-12.558423042297363,-0.2191857546567917,0.949999988079071,1.0499999523162842,True
LT_101-103_A2,True,105.0,AIKEN       ,1.0,1.0,11.0,133.04051208496094,0.9640616774559021,-12.326377868652344,-0.21513581275939941,0.949999988079071,1.0499999523162842,False
LT_101-103_A2,True,106.0,ALBER       ,1.0,1.0,12.0,134.2805633544922,0.9730475544929504,-13.14280891418457,-0.22938521206378937,0.949999988079071,1.0499999523162842,False
