FromBus#,ToBus#,CKT,Pij(MW),Qij(MVAr),Sij(MVA),Pji(MW),Qji(MVAr),Sji(MVA),RateA,Ploss(MW),Qloss(MVAr),Current(A),Tcond(degC),lat_mid,lon_mid,bearing_deg,length_km,weather_site_id,weather_site_distance_km,weather_site_elevation_m,air_temperature,ghi,surface_pressure,surface_pressure_pa,wind_direction,wind_speed,wind_conductor_angle_deg,Tcond_realweather(degC),Ampacity_at_75C(A),Loading_realweather_%
101,102,A1,-5.624716,-30.55331,31.06674,5.628528,30.571098,31.084922,175.0,0.003812,0.017788,135.22761561457875,8.905916213989258,33.3768908526,-113.8307877345,168.0832196909272,4.366718050928278,272693,66.37854754514882,91.0,11.399999618530273,39.0,1008.0,100800.0,46.0,0.8999999761581421,57.916780309072806,12.720225527013099,1210.9505572743788,11.167063329071883
101,103,A2,15.015307,3.275598,15.368441,-14.860293,-2.680907,15.100185,175.0,0.155014,0.59469,66.89590321170913,8.228883743286133,33.4664680426,-114.25302055200001,281.65513948457516,78.99713734402492,272693,27.889914770408065,91.0,11.399999618530273,39.0,1008.0,100800.0,46.0,0.8999999761581421,124.34486051542484,12.083094788689777,1207.2596147715283,5.541136503963073
101,105,A3,2.367462,-5.281117,5.787493,-2.361889,5.30265,5.804879,175.0,0.005573,0.021533,25.191857233042967,8.041143417358398,33.527831551000006,-113.917332536,332.7077807708397,32.97810897483768,272693,55.37740896846629,91.0,11.399999618530273,39.0,1008.0,100800.0,46.0,0.8999999761581421,73.29221922916031,11.883763886271481,1229.6505437140033,2.0487005321816194
102,104,A4,5.703877,9.593987,11.161488,-5.647868,-9.378437,10.947762,175.0,0.056009,0.215551,48.50690129261661,8.124799728393555,33.58499098295,-113.82567627200001,0.053868993317280456,50.552094829892674,273508,61.87228040205209,89.0,11.0,39.0,1005.0,100500.0,46.0,0.8999999761581421,45.94613100668272,11.607656478881836,1188.8033143376833,4.080313430118691
102,106,A5,5.33918,-9.224419,10.658177,-5.298742,9.379698,10.772901,175.0,0.040437,0.155279,46.31955342318484,8.115072250366211,33.54785744425,-114.003928834,322.14286051780334,53.63905217588826,272693,47.56965144659038,91.0,11.399999618530273,39.0,1008.0,100800.0,46.0,0.8999999761581421,83.85713948219666,11.939285279182513,1243.6007387549291,3.724632189392164
103,109,A6,-44.356529,6.383038,44.813446,45.068053,-3.651704,45.215753,175.0,0.711524,2.731334,199.44222821958587,9.956483840942385,33.72863454765,-114.48934004450001,38.03489934721705,54.229833774295344,273508,0.9566740748851706,89.0,11.0,39.0,1005.0,100500.0,46.0,0.8999999761581421,7.965100652782951,14.660982131958008,982.1313162479078,20.307083678130375
103,124,A7,-21.186422,-15.078139,26.004129,21.201727,15.720917,26.394326,400.0,0.015304,0.642778,115.73136845288693,8.666620254516602,33.53989894155,-114.6634437025,62.122581397062504,1.4584863725043906,270245,1.1363138040058882,75.0,11.0,34.0,1008.0,100800.0,46.0,1.2000000476837158,163.8774186029375,12.262266159057617,1101.3763374781431,10.507885861964382
104,109,A8,-27.406805,5.774906,28.008615,27.648331,-4.844582,28.06956,175.0,0.241526,0.930323,123.86980103304322,8.76194953918457,33.8663698982,-114.066850007,285.22792751338363,46.175372092212655,277498,39.42199663193729,151.0,10.899999618530273,56.0,995.0,99500.0,59.0,0.6000000238418579,133.77207248661637,12.610632136213098,1100.9855773740946,11.250810508206552
105,110,A9,-29.35273,-9.424461,30.828609,29.582892,10.305084,31.326383,175.0,0.230163,0.880622,133.74664426632305,8.88646125793457,33.786176454599996,-114.14599382399999,316.1102545640957,39.125724159032,273508,31.981051974502726,89.0,11.0,39.0,1005.0,100500.0,46.0,0.8999999761581421,89.88974543590427,12.208475112915039,1258.1169733884544,10.630700252465921
106,110,10,-55.450367,-111.801598,124.797203,55.907817,113.794772,126.786963,175.0,0.45745,1.993174,536.273894813839,21.801633834838867,33.82541475805,-114.23744436449999,332.2035219612036,21.973081610449327,273508,25.547898565618038,89.0,11.0,39.0,1005.0,100500.0,46.0,0.8999999761581421,73.79647803879641,24.148263931274414,1233.1633021421167,43.48766249224921
107,108,11,77.74894,0.333309,77.749657,-76.706907,3.639439,76.793197,175.0,1.042032,3.972748,337.59781830301995,13.553705215454102,34.57823637615,-113.7314761945,191.80450991680215,27.040331428742554,280694,48.23352083597048,170.0,11.399999618530273,52.0,996.0,99600.0,71.0,0.8999999761581421,59.19549008319785,17.289363107560348,1208.6474477943143,27.931868711517918
107,203,B1,148.65567,-1.53581,148.663589,-138.657996,39.860227,144.273621,175.0,9.997674,38.324417,645.5141442938693,27.785978317260746,35.0258321095,-113.838621218,341.18656177700467,77.23111035384919,273483,67.12170109617558,151.0,10.100000381469727,43.0,991.0,99100.0,71.0,1.2000000476837158,89.81343822299533,25.954445050778304,1340.5309799813035,48.153616285904285
108,109,1,0.230275,0.514888,0.564036,-0.227159,-0.502927,0.551849,175.0,0.003117,0.01196,2.480924871530778,8.010015487670898,34.18982353435,-114.034962272,220.15903880363092,78.21129921512714,280694,14.468759995973627,170.0,11.399999618530273,52.0,996.0,99600.0,71.0,0.8999999761581421,30.84096119636908,12.132244874217577,1125.1468742172656,0.2204978681789158
108,110,2,0.093585,-18.23019,18.230431,0.031072,18.708525,18.708551,175.0,0.124657,0.478335,80.1869555961423,8.325185775756836,34.1860019329,-114.0273040675,218.96149073017423,77.97500234740549,280694,15.230903469254052,170.0,11.399999618530273,52.0,996.0,99600.0,71.0,0.8999999761581421,32.03850926982577,12.469013978759904,1130.850761954863,7.090852152544501
109,111,14,-61.191021,1.284526,61.204506,61.274626,2.226904,61.315079,400.0,0.083605,3.51143,270.4971100478657,11.580972671508787,33.91241117325,-114.304699342,159.67425780531744,1.9031858797390406,273502,18.441799885429408,97.0,10.699999809265137,44.0,998.0,99800.0,59.0,0.5,79.32574219468256,15.452790073368305,1111.4303798546346,24.33774665069389
109,112,15,-89.467987,1.041155,89.474037,89.646661,6.463167,89.879344,400.0,0.178674,7.504321,395.4360555220527,15.589666366577148,33.9156511436,-114.31084169450001,203.947168667828,1.1643839227143522,273502,17.80785802409589,97.0,10.699999809265137,44.0,998.0,99800.0,59.0,0.5,35.05283133217199,21.4940780725683,1038.1181103063589,38.091624796465176
110,111,16,-71.686592,40.114887,82.147255,71.827339,-34.203523,79.555311,400.0,0.140747,5.911365,350.96556040057226,13.997278213500977,33.9085895718,-114.2970411375,218.83185834528146,1.199999298332487,273502,19.225322946508676,97.0,10.699999809265137,44.0,998.0,99800.0,59.0,0.5,20.16814165471854,20.694415291169207,972.5705458947739,36.086385906091856
110,112,17,-100.938667,40.10997,108.615944,101.184726,-29.775485,105.474776,400.0,0.246059,10.334485,464.0502674666021,18.39798927307129,33.91182954215,-114.30318349000001,263.52385649728956,1.8981503306103409,273502,18.59008452775047,97.0,10.699999809265137,44.0,998.0,99800.0,59.0,0.5,155.47614350271044,26.533049023850253,994.5498949120797,46.65932497108404
111,113,18,-244.734482,39.576031,247.913742,248.859941,-6.572353,248.946714,500.0,4.12546,33.003677,656.2165782456943,28.424100875854492,34.1293332045,-114.287887337,2.7798809616962217,50.08528154115857,277498,4.623035951639475,151.0,10.899999618530273,56.0,995.0,99500.0,59.0,0.6000000238418579,56.22011903830378,34.50453933667086,1119.8532480993504,58.59844397999876
111,114,19,111.632286,-7.599314,111.890648,-110.93873,13.425187,111.748098,500.0,0.693556,5.825873,296.16953693617126,12.286214828491213,33.84073608285,-114.56051449450001,253.6860893720658,49.96150226236739,271871,2.0077707949584878,269.0,10.199999809265137,55.0,994.0,99400.0,59.0,0.699999988079071,165.3139106279342,17.513998609638293,993.5335673437644,29.809716216029575
112,113,20,-197.137604,32.793468,199.846558,199.808704,-11.424669,200.135057,500.0,2.6711,21.368799,527.5508917618573,21.3668155670166,34.132573174849995,-114.29402968950001,4.126021058856338,49.43428786192113,277498,4.172118022807155,151.0,10.899999618530273,56.0,995.0,99500.0,59.0,0.6000000238418579,54.87397894114366,26.718903948272782,1117.8071584882323,47.195161325978496
112,123,21,6.306174,-9.480873,11.386605,-6.300885,9.523631,11.419312,500.0,0.00529,0.042758,30.058129006605277,8.053789138793945,34.14643314265,-114.691095425,307.21393123188295,87.0443510046333,269416,1.9810322366643094,324.0,8.899999618530273,53.0,976.0,97600.0,346.0,1.2999999523162842,38.78606876811705,9.535988427214761,1267.499283488054,2.371451360815587
113,123,22,117.225754,-16.765898,118.418633,-115.541927,30.08344,119.394096,500.0,1.683827,13.317542,312.90173748108697,12.778425216674805,34.3681403032,-114.6717226875,272.6456124243665,72.95310639099516,270224,1.0590202066430323,388.0,8.899999618530273,43.0,971.0,97100.0,71.0,1.2000000476837158,158.3543875756335,14.706674012788426,1149.3614206940665,27.223963833076507
113,215,B2,319.239166,-19.338245,319.824341,-307.93028,104.154896,325.068146,500.0,11.308887,84.81665,845.0831550102731,41.11651420593262,34.7514356122,-114.425215633,342.78515118710203,92.50852375989442,273483,7.038480495579008,151.0,10.100000381469727,43.0,991.0,99100.0,71.0,1.2000000476837158,88.21484881289797,36.717475658053445,1336.7947023136414,63.21712328360186
114,116,23,24.282104,-22.956156,33.415649,-24.228297,23.59109,33.816414,500.0,0.053808,0.634934,88.72749284424654,8.396196365356445,33.71905866655,-115.07048464,254.58110202453383,48.11325865555416,262163,1.5254500733407452,387.0,9.100000381469727,50.0,990.0,99000.0,7.0,2.0,112.41889797546617,9.74281330006852,1487.8570198426282,5.963442162851865
115,116,24,-99.049744,41.369999,107.34211,99.301983,-39.225967,106.768723,500.0,0.252239,2.144032,280.2017941804828,11.840696334838867,33.5836074796,-115.325283222,2.6007230139453554,17.236067799848346,256615,1.991195585655014,994.0,4.800000190734863,47.0,910.0,91000.0,14.0,1.600000023841858,11.399276986054645,9.952451511189793,1151.5740507594417,24.332069135779406
115,121,1,-0.897258,-8.162366,8.211534,0.89806,8.168918,8.218134,500.0,0.000802,0.006552,21.435078551875275,8.032388687133789,33.5166525943,-115.700143213,272.1450146356158,68.75953430638423,249642,1.4759306061184725,343.0,9.899999618530273,41.0,989.0,98900.0,14.0,1.399999976158142,101.85498536438422,10.30254154269278,1369.8872302838884,1.5647330727678352
115,121,2,-0.897258,-8.162366,8.211534,0.89806,8.168918,8.218134,500.0,0.000802,0.006552,21.435078551875275,8.032388687133789,33.5166525943,-115.700143213,272.1450146356158,68.75953430638423,249642,1.4759306061184725,343.0,9.899999618530273,41.0,989.0,98900.0,14.0,1.399999976158142,101.85498536438422,10.30254154269278,1369.8872302838884,1.5647330727678352
115,124,26,21.245155,6.042025,22.087614,-21.201693,-5.719162,21.959522,500.0,0.043462,0.322863,57.656674272249255,8.172464370727539,33.524574389449995,-114.9929983545,86.0634407392426,62.52120431249092,263770,1.2987773397332119,181.0,9.0,49.0,991.0,99100.0,7.0,2.0999999046325684,100.9365592607574,9.470243453979492,1525.7012215159837,3.779027863329611
116,117,27,28.58003,-17.717056,33.626064,-28.545651,18.01501,33.754922,500.0,0.034379,0.297953,88.26918228566498,8.392305374145508,33.6181318947,-115.48093336950001,252.22842579087137,31.107139968025567,253477,1.9140400448987045,626.0,7.900000095367432,42.0,957.0,95700.0,14.0,1.399999976158142,121.77157420912863,8.621745204641229,1350.8931590506336,6.534134967986503
116,119,28,-86.32206,35.669201,93.40123,86.613668,-33.43354,92.842496,500.0,0.291608,2.235661,245.18035166337995,10.946741104125977,33.76505507735,-115.3450942825,349.13986505303745,23.556813083232125,256610,0.7090697519730219,173.0,9.800000190734863,33.0,999.0,99900.0,347.0,1.5,177.86013494696255,14.401151844185733,1029.0886267547437,23.824998672520774
117,118,29,23.318928,6.65472,24.249899,-23.305713,-6.562217,24.211959,500.0,0.013215,0.092503,63.439454612208415,8.207483291625977,33.55988168545,-115.720382362,257.0094374622221,15.136559396239369,248877,2.067412682375808,673.0,6.400000095367432,43.0,926.0,92600.0,14.0,1.399999976158142,116.99056253777792,6.9896157262401175,1362.3515489784188,4.65661412135359
117,122,30,5.226699,-19.623257,20.307402,-5.208968,19.75624,20.431407,500.0,0.017731,0.132984,53.12560301677423,8.14814567565918,33.19704830715,-115.9825780325,217.2849118719248,105.44450604735857,244330,1.4502294277503673,-1.0,12.800000190734863,41.0,1020.0,102000.0,269.0,1.100000023841858,51.715088128075195,13.376839637292505,1237.1064220601147,4.294343806598774
118,121,1,22.27984,-25.416214,33.799042,-22.246475,25.705383,33.995181,500.0,0.033366,0.289169,88.57328045947587,8.394250869750977,33.53582614645,-115.9353669965,265.66484574225194,25.175829908557873,245078,0.7639325348498951,-54.0,13.0,33.0,1018.0,101800.0,14.0,1.2000000476837158,108.33515425774806,13.640542984008789,1291.0435236495446,6.8605960091179075
118,121,2,22.27984,-25.416214,33.799042,-22.246475,25.705383,33.995181,500.0,0.033366,0.289169,88.57328045947587,8.394250869750977,33.53582614645,-115.9353669965,265.66484574225194,25.175829908557873,245078,0.7639325348498951,-54.0,13.0,33.0,1018.0,101800.0,14.0,1.2000000476837158,108.33515425774806,13.640542984008789,1291.0435236495446,6.8605960091179075
119,120,1,-83.731827,10.678987,84.410065,84.131685,-7.480119,84.463558,500.0,0.399859,3.198868,223.01406195097763,10.441884994506836,34.056828753299996,-115.315800239,13.212646757626715,42.89429659955225,257390,1.5908349052243251,342.0,8.800000190734863,40.0,982.0,98200.0,346.0,1.600000023841858,152.78735324237329,11.405277440871942,1269.380798796245,17.568728167501988
119,120,2,-83.731827,10.678987,84.410065,84.131685,-7.480119,84.463558,500.0,0.399859,3.198868,223.01406195097763,10.441884994506836,34.056828753299996,-115.315800239,13.212646757626715,42.89429659955225,257390,1.5908349052243251,342.0,8.800000190734863,40.0,982.0,98200.0,346.0,1.600000023841858,152.78735324237329,11.405277440871942,1269.380798796245,17.568728167501988
120,123,1,-112.719498,9.158064,113.090919,113.146825,-6.024327,113.30709,500.0,0.427328,3.133737,299.0993218485057,12.370843887329102,34.31328943195,-115.1656291745,49.28215064958658,23.450450783620735,259756,2.2441267823391438,707.0,7.699999809265137,46.0,961.0,96100.0,2.0,1.5,132.71784935041342,11.615801623565858,1349.789656048974,22.158957916747703
120,123,2,-112.719498,9.158064,113.090919,113.146825,-6.024327,113.30709,500.0,0.427328,3.133737,299.0993218485057,12.370843887329102,34.31328943195,-115.1656291745,49.28215064958658,23.450450783620735,259756,2.2441267823391438,707.0,7.699999809265137,46.0,961.0,96100.0,2.0,1.5,132.71784935041342,11.615801623565858,1349.789656048974,22.158957916747703
121,122,34,-5.201044,-13.994887,14.930095,5.208984,14.054875,14.989096,500.0,0.007939,0.059987,38.900611553093654,8.083944320678711,33.172992768149996,-116.197562667,196.75137436176485,82.21478769358605,240603,1.5911941943704755,192.0,12.100000381469727,39.0,1005.0,100500.0,269.0,1.0,72.24862563823515,12.599588202629093,1246.662522252028,3.1203802840580956
121,325,1,443.897522,49.749783,446.676697,-417.970037,159.830708,447.487215,500.0,25.927485,209.58049,1163.823584499356,67.84567832946777,33.88950639194999,-116.599877614,309.8193181099749,126.63031816801767,233264,1.7623985492877712,289.0,13.399999618530273,32.0,998.0,99800.0,218.0,0.6000000238418579,88.18068189002508,75.67690973786011,1139.6834608650836,102.11814284081552
123,217,B3,163.54924,-50.451351,171.154007,-160.379281,73.909052,176.590095,500.0,3.169959,23.457701,452.02988622748296,17.87562370300293,34.73487458595,-114.99497599799999,9.71178695733397,79.62675421689616,263740,1.4324488671760864,638.0,6.800000190734863,45.0,945.0,94500.0,2.0,1.399999976158142,172.28821304266603,20.264673031737402,1079.2713780737913,41.88287537414682
201,202,B1,14.093193,-30.940134,33.998676,-14.083486,30.985432,34.035887,175.0,0.009707,0.045298,148.7449484944402,9.094629287719728,36.2728130805,-113.73374720749999,330.06786134221716,4.4011989362247,264540,155.6214060520281,765.0,6.099999904632568,35.0,930.0,93000.0,334.0,1.100000023841858,3.9321386577828434,8.495326710683912,1000.451025176622,14.867789102238204
201,203,B2,-56.648243,28.358343,63.349976,59.154999,-18.741514,62.052867,175.0,2.506756,9.616829,277.15752570023665,11.758012771606444,35.80503293055,-113.848714785,192.97069564697503,102.80891251473568,269393,112.52290251671089,362.0,8.100000381469727,43.0,964.0,96400.0,354.0,1.2999999523162842,161.02930435302497,12.813075058180402,1154.3678821911674,24.009462665762076
201,205,B3,23.733562,-9.746668,25.65696,-23.579858,10.340525,25.747547,175.0,0.153704,0.593857,112.24975918838464,8.627710342407227,36.1674465537,-113.852268562,230.19480725713623,30.595990672773983,264540,139.93990431001146,765.0,6.099999904632568,35.0,930.0,93000.0,334.0,1.100000023841858,103.80519274286377,7.023426533106431,1311.4431355508952,8.559254774034265
202,204,B4,6.987159,12.014775,13.898749,-6.903239,-11.691811,13.577671,175.0,0.08392,0.322964,60.743513211022936,8.190946578979492,36.24012743795,-113.98393331349999,255.58339309310898,44.09339369915581,260525,137.5558724758757,1528.0,1.7999999523162842,35.0,849.0,84900.0,334.0,1.0,78.41660690689102,2.3950686932753342,1303.6106948412735,4.659635998032297
202,206,B5,19.382664,-11.740117,22.660936,-19.1299,12.710729,22.96771,175.0,0.252764,0.970612,99.03804042292909,8.49055290222168,36.0386798677,-113.8181726305,193.11788205041233,57.370194606690454,264540,132.24501532331928,765.0,6.099999904632568,35.0,930.0,93000.0,334.0,1.100000023841858,140.88211794958767,7.012261677145034,1236.9316652391358,8.006751157411923
203,209,B6,85.1008,-21.839104,87.858368,-82.364205,32.344097,88.487303,175.0,2.736595,10.504993,394.58700984072055,15.557565689086914,35.5797547942,-114.0633830655,342.5346845645803,52.55291889027809,269393,81.32743088984492,362.0,8.100000381469727,43.0,964.0,96400.0,354.0,1.2999999523162842,11.465315435419711,18.079353507517226,1092.3827721729087,36.1216800458899
203,224,B7,-94.138641,-8.448787,94.517014,94.344538,17.096434,95.881071,400.0,0.205896,8.647647,424.4921318517267,16.727781295776367,35.355419888750006,-113.968093071,80.9533122476027,1.4399883635815744,270208,72.2396121632983,185.0,9.800000190734863,38.0,992.0,99200.0,69.0,1.2999999523162842,168.0466877523973,20.867412367615543,1090.5666856593286,38.923995885230035
204,209,B8,-29.496883,7.363376,30.402065,29.787237,-6.244976,30.434836,175.0,0.290354,1.1184,135.76386905531993,8.913698196411133,35.9976998197,-114.18635032750001,171.49301131316565,43.3047846821941,264540,106.2828182492113,765.0,6.099999904632568,35.0,930.0,93000.0,334.0,1.100000023841858,162.50698868683435,7.767750263866219,1113.552249743203,12.191962172105399
205,210,B9,-11.344588,-15.118192,18.901308,11.425928,15.429403,19.199435,175.0,0.081339,0.311212,82.47397635468903,8.343667984008789,35.93352645830001,-114.072961317,206.60422896348982,36.22324095579948,264540,107.77888525794216,765.0,6.099999904632568,35.0,930.0,93000.0,334.0,1.100000023841858,127.39577103651018,6.81594629315714,1277.4135057269666,6.45632569132371
206,210,10,-47.767628,-115.161705,124.675438,48.109318,116.650499,126.181795,175.0,0.341691,1.488794,539.4554548224812,21.96213722229004,35.7876102904,-114.02661411900002,270.1901520712983,24.58276518571172,265345,100.34878020381882,697.0,6.300000190734863,36.0,935.0,93500.0,354.0,1.2999999523162842,83.80984792870169,17.64581259793158,1372.693477478342,39.299046995799
207,208,11,-17.486691,23.687023,29.442478,17.646919,-23.076151,29.050345,175.0,0.160229,0.610872,129.66150866511214,8.833932876586914,35.9931404214,-113.2002752525,238.0869400541825,24.9097490232365,269393,168.936732686421,362.0,8.100000381469727,43.0,964.0,96400.0,354.0,1.2999999523162842,115.91305994581751,9.200409887485876,1336.7849086168276,9.69950422310445
