Contingency,Converged,FromBus#,ToBus#,CKT,Pij(MW),Qij(MVAr),Sij(MVA),Pji(MW),Qji(MVAr),Sji(MVA),RateA,Ploss(MW),Qloss(MVAr),Loading_%,Violation,Current(A),Tcond(degC),lat_mid,lon_mid,bearing_deg,length_km,weather_site_id,weather_site_distance_km,weather_site_elevation_m,air_temperature,ghi,surface_pressure,surface_pressure_pa,wind_direction,wind_speed,wind_conductor_angle_deg,Tcond_realweather(degC),Ampacity_at_75C(A),Loading_realweather_%
LT_101-102_A1,True,101.0,103.0,A2,12.837118,3.762852,13.377243,-12.714654,-3.293035,13.134173,175.0,0.122464,0.469817,7.64,False,58.2285967046048,8.176355361938477,33.4664680426,-114.25302055200001,281.65513948457516,78.99713734402492,272693,27.889914770408065,91.0,11.399999618530273,39.0,1008.0,100800.0,46.0,0.8999999761581421,124.34486051542484,12.032124329623912,1207.2596147715283,4.8232042215397435
LT_101-102_A1,True,101.0,105.0,A3,-1.079073,-4.357721,4.489335,1.081936,4.368784,4.500762,175.0,0.002863,0.011063,2.57,False,19.541222147707643,8.028497695922852,33.527831551000006,-113.917332536,332.7077807708397,32.97810897483768,272693,55.37740896846629,91.0,11.399999618530273,39.0,1008.0,100800.0,46.0,0.8999999761581421,73.29221922916031,11.872841645043081,1229.6505437140033,1.589168747787958
LT_101-102_A1,True,102.0,104.0,A4,8.454018,8.871822,12.254781,-8.389703,-8.624307,12.031865,175.0,0.064315,0.247516,7.0,False,53.25826201037293,8.149118423461914,33.58499098295,-113.82567627200001,0.053868993317280456,50.552094829892674,273508,61.87228040205209,89.0,11.0,39.0,1005.0,100500.0,46.0,0.8999999761581421,45.94613100668272,11.63136100769043,1188.8033143376833,4.4799893614062345
LT_101-102_A1,True,102.0,106.0,A5,8.21756,-9.922175,12.883239,-8.150676,10.17901,13.04016,175.0,0.066884,0.256835,7.36,False,55.98948836411316,8.16370964050293,33.54785744425,-114.003928834,322.14286051780334,53.63905217588826,272693,47.56965144659038,91.0,11.399999618530273,39.0,1008.0,100800.0,46.0,0.8999999761581421,83.85713948219666,11.98206405732708,1243.6007387549291,4.502207711790911
LT_101-102_A1,True,103.0,109.0,A6,-45.813797,6.907372,46.331585,46.574332,-3.987899,46.744751,175.0,0.760535,2.919472,26.48,False,206.19189036804784,10.089750289916992,33.72863454765,-114.48934004450001,38.03489934721705,54.229833774295344,273508,0.9566740748851706,89.0,11.0,39.0,1005.0,100500.0,46.0,0.8999999761581421,7.965100652782951,14.860647201538086,982.1313162479078,20.99433008162029
LT_101-102_A1,True,103.0,124.0,A7,-21.874813,-14.990062,26.518097,21.890727,15.658455,26.914516,400.0,0.015914,0.668393,6.63,False,118.01488227508858,8.69288444519043,33.53989894155,-114.6634437025,62.122581397062504,1.4584863725043906,270245,1.1363138040058882,75.0,11.0,34.0,1008.0,100800.0,46.0,1.2000000476837158,163.8774186029375,12.292352676391602,1101.3763374781431,10.715218609590893
LT_101-102_A1,True,104.0,109.0,A8,-24.664974,5.020924,25.17083,24.860385,-4.268229,25.224126,175.0,0.195411,0.752695,14.38,False,111.3156342193989,8.617010116577148,33.8663698982,-114.066850007,285.22792751338363,46.175372092212655,277498,39.42199663193729,151.0,10.899999618530273,56.0,995.0,99500.0,59.0,0.6000000238418579,133.77207248661637,12.441894724444865,1100.9855773740946,10.110544271151328
LT_101-102_A1,True,105.0,110.0,A9,-32.796558,-8.490616,33.877792,33.076053,9.559986,34.429909,175.0,0.279495,1.06937,19.36,False,146.9801722366313,9.068365097045898,33.786176454599996,-114.14599382399999,316.1102545640957,39.125724159032,273508,31.981051974502726,89.0,11.0,39.0,1005.0,100500.0,46.0,0.8999999761581421,89.88974543590427,12.368936538696289,1258.1169733884544,11.68255220663412
LT_101-102_A1,True,106.0,110.0,10,-52.598457,-112.601837,124.281021,53.009366,114.392226,126.077652,175.0,0.410909,1.790389,71.02,False,534.0531080405324,21.69074058532715,33.82541475805,-114.23744436449999,332.2035219612036,21.973081610449327,273508,25.547898565618038,89.0,11.0,39.0,1005.0,100500.0,46.0,0.8999999761581421,73.79647803879641,24.046152114868164,1233.1633021421167,43.307573872238464
LT_101-102_A1,True,107.0,108.0,11,77.78022,0.327776,77.780907,-76.737352,3.648159,76.824021,175.0,1.042868,3.975936,44.45,False,337.7335093430714,13.558568954467772,34.57823637615,-113.7314761945,191.80450991680215,27.040331428742554,280694,48.23352083597048,170.0,11.399999618530273,52.0,996.0,99600.0,71.0,0.8999999761581421,59.19549008319785,17.29300385463648,1208.6474477943143,27.943095396379498
