Contingency,Converged,Bus#,Name,Type,Area,Zone,Volt(kV),Volt(pu),Angle(deg),Angle(rad),VoltMin,VoltMax,Violation
LT_101-102_A1,True,101.0,ABEL        ,2.0,1.0,11.0,132.99197387695312,0.9637100100517273,-4.007011413574219,-0.06993551552295685,0.949999988079071,1.0499999523162842,False
LT_101-102_A1,True,102.0,ADAMS       ,2.0,1.0,12.0,133.11204528808594,0.9645799994468689,-6.572082042694092,-0.114704430103302,0.949999988079071,1.0499999523162842,False
LT_101-102_A1,True,103.0,ADLER       ,1.0,1.0,11.0,128.56964111328125,0.9316641092300415,-13.517669677734375,-0.2359277606010437,0.949999988079071,1.0499999523162842,True
LT_101-102_A1,True,104.0,AGRICOLA    ,1.0,1.0,11.0,129.2581024169922,0.9366528987884521,-11.588968276977539,-0.20226557552814484,0.949999988079071,1.0499999523162842,True
LT_101-102_A1,True,105.0,AIKEN       ,1.0,1.0,11.0,131.64901733398438,0.953978419303894,-9.497719764709473,-0.1657664179801941,0.949999988079071,1.0499999523162842,False
LT_101-102_A1,True,106.0,ALBER       ,1.0,1.0,12.0,131.69134521484375,0.9542851448059082,-14.015329360961914,-0.24461355805397034,0.949999988079071,1.0499999523162842,False
LT_101-102_A1,True,107.0,ALDER       ,2.0,1.0,12.0,133.08306884765625,0.9643700122833252,-11.485191345214844,-0.20045433938503265,0.949999988079071,1.0499999523162842,False
LT_101-102_A1,True,108.0,ALGER       ,1.0,1.0,12.0,129.32818603515625,0.9371607303619385,-14.743109703063965,-0.2573157250881195,0.949999988079071,1.0499999523162842,True
LT_101-102_A1,True,109.0,ALI         ,1.0,1.0,13.0,130.58494567871094,0.9462677240371704,-11.696427345275879,-0.20414109528064728,0.949999988079071,1.0499999523162842,True
LT_101-102_A1,True,110.0,ALLEN       ,1.0,1.0,13.0,134.25245666503906,0.9728438854217529,-11.967053413391113,-0.20886440575122833,0.949999988079071,1.0499999523162842,False
LT_101-102_A1,True,111.0,ANNA        ,1.0,1.0,13.0,221.31002807617188,0.9622175097465515,-7.542733192443848,-0.13164548575878143,0.949999988079071,1.0499999523162842,False
